User_ID,Group,Device,Region,Age,Visits,Converted,Revenue
U10044,Treatment,Mobile,West,21.0,2,0,0.0
U10045,Treatment,Mobile,South,22.0,3,0,0.0
U10046,Treatment,Desktop,West,54.0,2,0,0.0
U10047,Treatment,Mobile,South,58.0,5,0,0.0
U10048,Control,Desktop,North,30.0,4,0,0.0
U10049,Treatment,Desktop,North,51.0,2,0,0.0
U10050,Treatment,Mobile,North,39.0,4,0,0.0
U10051,Control,Mobile,South,40.0,3,0,0.0
U10052,Treatment,Mobile,East,20.0,3,0,0.0
U10053,Control,Mobile,South,59.0,2,0,0.0
U10054,Treatment,Desktop,East,51.0,4,0,0.0
U10055,Control,Mobile,South,49.0,3,0,0.0
U10056,Treatment,Mobile,South,38.0,4,0,0.0
U10057,Treatment,Mobile,North,38.0,4,0,0.0
U10058,Control,Mobile,West,28.0,6,0,0.0
U10059,Control,Desktop,West,56.0,7,0,0.0
U10060,Control,Mobile,East,21.0,4,0,0.0
U10061,Control,Mobile,West,18.0,6,0,0.0
U10062,Control,Tablet,South,45.0,3,0,0.0
U10063,Control,Desktop,South,41.0,3,1,1889.03
U10064,Control,Mobile,North,52.0,5,0,0.0
U10065,Control,Mobile,North,30.0,4,0,0.0
U10066,Treatment,Mobile,West,51.0,3,0,0.0
U10067,Treatment,Mobile,East,28.0,2,1,1529.35
U10068,Control,Mobile,West,53.0,6,0,0.0
U10069,Treatment,Mobile,West,34.0,4,0,0.0
U10070,Treatment,Mobile,West,52.0,5,0,0.0
U10071,Treatment,Mobile,West,35.0,2,0,0.0
U10072,Treatment,Desktop,South,57.0,4,0,0.0
U10073,Control,Mobile,East,39.0,5,0,0.0
U10074,Treatment,Mobile,South,41.0,3,0,0.0
U10075,Control,Mobile,East,36.0,3,0,0.0
U10076,Treatment,Tablet,North,39.0,3,0,0.0
U10077,Treatment,Mobile,West,56.0,5,0,0.0
U10078,Treatment,Mobile,South,38.0,6,0,0.0
U10079,Control,Tablet,East,25.0,3,1,1914.26
U10080,Treatment,Desktop,North,45.0,3,0,0.0
U10081,Control,Desktop,North,22.0,5,0,0.0
U10082,Treatment,Mobile,West,34.0,1,0,0.0
U10083,Control,Mobile,East,54.0,4,0,0.0
U10084,Treatment,Desktop,South,53.0,1,0,0.0
U10085,Control,Tablet,West,36.0,3,0,0.0
U10086,Control,Mobile,South,44.0,3,0,0.0
U10087,Treatment,Mobile,North,51.0,2,1,3528.14
U10088,Control,Mobile,South,28.0,5,0,0.0
U10089,Treatment,Desktop,South,29.0,6,1,1906.1
U10090,Treatment,Mobile,West,38.0,2,0,0.0
U10091,Treatment,Mobile,South,28.0,5,0,0.0
U10092,Treatment,Mobile,West,56.0,1,0,0.0
U10093,Treatment,Mobile,North,45.0,7,0,0.0
U10094,Treatment,Mobile,West,22.0,6,0,0.0
U10095,Treatment,Mobile,West,34.0,2,0,0.0
U10096,Treatment,Desktop,East,37.0,6,0,0.0
U10097,Treatment,Mobile,South,58.0,2,0,0.0
U10098,Treatment,Mobile,North,29.0,5,0,0.0
U10099,Treatment,Mobile,West,23.0,3,0,0.0
U10100,Control,Mobile,North,34.0,2,0,0.0
U10101,Control,Mobile,East,36.0,4,0,0.0
U10102,Treatment,Mobile,South,43.0,4,0,0.0
U10103,Treatment,Mobile,West,49.0,7,0,0.0
U10104,Treatment,Mobile,South,23.0,1,0,0.0
U10105,Treatment,Mobile,East,53.0,4,0,0.0
U10106,Treatment,Tablet,East,55.0,6,0,0.0
U10107,Treatment,Mobile,North,28.0,2,0,0.0
U10108,Treatment,Desktop,West,50.0,4,0,0.0
U10109,Treatment,Mobile,North,41.0,5,0,0.0
U10110,Control,Desktop,East,40.0,3,0,0.0
U10111,Treatment,Desktop,South,32.0,4,0,0.0
U10112,Control,Mobile,North,44.0,8,0,0.0
U10113,Treatment,Mobile,North,28.0,2,0,0.0
U10114,Treatment,Mobile,South,34.0,4,0,0.0
U10115,Control,Mobile,North,31.0,4,0,0.0
U10116,Treatment,Tablet,South,44.0,2,0,0.0
U10117,Control,Desktop,West,35.0,2,0,0.0
U10118,Treatment,Tablet,South,45.0,3,0,0.0
U10119,Treatment,Mobile,West,21.0,3,0,0.0
U10120,Control,Desktop,South,24.0,7,0,0.0
U10121,Treatment,Tablet,East,52.0,2,0,0.0
U10122,Control,Mobile,East,26.0,4,0,0.0
U10123,Treatment,Mobile,West,25.0,4,0,0.0
U10124,Control,Desktop,West,34.0,5,0,0.0
U10125,Control,Mobile,East,34.0,3,0,0.0
U10126,Treatment,Desktop,West,50.0,4,0,0.0
U10127,Treatment,Mobile,South,49.0,5,0,0.0
U10128,Control,Desktop,South,25.0,3,1,3489.3
U10129,Treatment,Mobile,East,36.0,4,0,0.0
U10130,Treatment,Mobile,North,55.0,3,0,0.0
U10131,Treatment,Mobile,South,20.0,5,0,0.0
U10132,Control,Desktop,West,22.0,2,1,1234.48
U10133,Control,Desktop,North,30.0,4,1,1776.88
U10134,Control,Mobile,North,48.0,6,0,0.0
U10135,Control,Mobile,South,33.0,3,0,0.0
U10136,Control,Desktop,South,49.0,5,0,0.0
U10137,Control,Mobile,North,39.0,3,0,0.0
U10138,Control,Desktop,North,46.0,2,0,0.0
U10139,Control,Mobile,East,39.0,4,0,0.0
U10140,Control,Mobile,West,60.0,5,0,0.0
U10141,Treatment,Mobile,East,20.0,8,0,0.0
U10142,Control,Mobile,South,27.0,5,0,0.0
U10143,Treatment,Desktop,East,59.0,7,0,0.0
U10144,Treatment,Mobile,East,38.0,5,0,0.0
U10145,Treatment,Mobile,East,33.0,2,0,0.0
U10146,Control,Desktop,East,29.0,2,0,0.0
U10147,Control,Nan,West,19.0,8,0,0.0
U10148,Control,Mobile,West,58.0,5,0,0.0
U10149,Control,Tablet,North,41.0,4,0,0.0
U10150,Treatment,Desktop,South,52.0,4,0,0.0
U10151,Control,Mobile,East,47.0,4,0,0.0
U10152,Control,Nan,North,47.0,4,0,0.0
U10153,Control,Desktop,North,52.0,2,0,0.0
U10154,Control,Mobile,North,36.0,2,0,0.0
U10155,Control,Mobile,West,25.0,4,0,0.0
U10156,Treatment,Desktop,East,43.0,1,0,0.0
U10157,Control,Desktop,East,57.0,4,0,0.0
U10158,Treatment,Mobile,South,24.0,4,0,0.0
U10159,Control,Desktop,East,47.0,1,0,0.0
U10160,Treatment,Desktop,East,24.0,3,0,0.0
U10161,Control,Mobile,North,20.0,2,0,0.0
U10162,Control,Mobile,South,18.0,3,1,337.2
U10163,Treatment,Mobile,East,53.0,5,0,0.0
U10164,Treatment,Nan,West,42.0,5,0,0.0
U10165,Treatment,Mobile,East,54.0,2,0,0.0
U10166,Control,Mobile,North,18.0,4,1,1138.56
U10167,Treatment,Desktop,West,32.0,4,0,0.0
U10168,Control,Desktop,North,54.0,3,0,0.0
U10169,Control,Mobile,East,30.0,3,0,0.0
U10170,Treatment,Desktop,West,57.0,4,0,0.0
U10171,Treatment,Mobile,South,25.0,3,0,0.0
U10172,Control,Desktop,South,22.0,4,0,0.0
U10173,Control,Mobile,West,26.0,3,0,0.0
U10174,Treatment,Mobile,West,18.0,2,0,0.0
U10175,Treatment,Desktop,North,53.0,1,0,0.0
U10176,Treatment,Mobile,West,52.0,4,0,0.0
U10177,Control,Mobile,North,19.0,5,0,0.0
U10178,Control,Desktop,East,57.0,5,0,0.0
U10179,Control,Desktop,North,40.0,4,0,0.0
U10180,Control,Desktop,West,26.0,4,0,0.0
U10181,Control,Desktop,West,51.0,7,0,0.0
U10182,Control,Mobile,East,31.0,5,0,0.0
U10183,Treatment,Mobile,West,21.0,5,0,0.0
U10184,Control,Mobile,West,47.0,6,0,0.0
U10185,Control,Mobile,South,48.0,2,0,0.0
U10186,Control,Tablet,South,55.0,5,0,0.0
U10187,Treatment,Mobile,East,28.0,3,0,0.0
U10188,Control,Mobile,North,52.0,5,1,827.05
U10189,Control,Nan,South,25.0,6,0,0.0
U10190,Treatment,Tablet,North,20.0,3,0,0.0
U10191,Control,Mobile,West,31.0,5,0,0.0
U10192,Control,Mobile,South,30.0,2,0,0.0
U10193,Control,Mobile,East,49.0,3,0,0.0
U10194,Control,Desktop,East,51.0,5,0,0.0
U10195,Control,Mobile,East,36.0,2,0,0.0
U10196,Treatment,Desktop,South,55.0,2,0,0.0
U10197,Treatment,Tablet,North,33.0,1,0,0.0
U10198,Treatment,Mobile,West,19.0,4,0,0.0
U10199,Control,Desktop,North,57.0,4,1,1121.74
U10200,Control,Tablet,North,34.0,5,0,0.0
U10201,Control,Desktop,West,51.0,3,0,0.0
U10202,Treatment,Mobile,West,59.0,4,0,0.0
U10203,Control,Mobile,South,33.0,7,0,0.0
U10204,Control,Desktop,South,55.0,3,0,0.0
U10205,Treatment,Mobile,South,19.0,3,0,0.0
U10206,Control,Desktop,South,19.0,3,0,0.0
U10207,Treatment,Tablet,South,43.0,5,1,1063.72
U10208,Treatment,Tablet,West,30.0,2,1,543.55
U10209,Treatment,Mobile,North,48.0,5,1,485.92
U10210,Control,Mobile,South,51.0,4,0,0.0
U10211,Control,Tablet,South,56.0,4,0,0.0
U10212,Control,Desktop,North,20.0,6,0,0.0
U10213,Control,Mobile,South,25.0,4,0,0.0
U10214,Control,Tablet,North,40.0,2,0,0.0
U10215,Control,Desktop,North,31.0,2,0,0.0
U10216,Control,Mobile,West,44.0,4,1,1883.09
U10217,Treatment,Mobile,East,46.0,6,0,0.0
U10218,Control,Mobile,West,56.0,5,1,3123.59
U10219,Treatment,Mobile,East,56.0,3,0,0.0
U10220,Control,Mobile,East,18.0,8,0,0.0
U10221,Control,Desktop,East,34.0,1,0,0.0
U10222,Control,Mobile,South,58.0,5,0,0.0
U10223,Treatment,Mobile,West,47.0,3,0,0.0
U10224,Treatment,Mobile,East,30.0,4,0,0.0
U10225,Treatment,Mobile,North,38.0,2,0,0.0
U10226,Treatment,Tablet,South,36.0,4,1,2254.7
U10227,Control,Mobile,West,36.0,2,0,0.0
U10228,Treatment,Mobile,East,42.0,4,0,0.0
U10229,Control,Desktop,North,39.0,7,0,0.0
U10230,Control,Mobile,West,48.0,4,0,0.0
U10231,Treatment,Mobile,West,34.0,3,0,0.0
U10232,Treatment,Mobile,South,40.0,2,0,0.0
U10233,Treatment,Mobile,West,49.0,5,0,0.0
U10234,Treatment,Mobile,South,27.0,5,0,0.0
U10235,Treatment,Mobile,East,27.0,4,0,0.0
U10236,Treatment,Mobile,South,53.0,2,0,0.0
U10237,Treatment,Tablet,North,25.0,5,0,0.0
U10238,Treatment,Mobile,South,37.0,3,0,0.0
U10239,Control,Mobile,North,49.0,5,0,0.0
U10240,Treatment,Desktop,South,31.0,2,1,1768.33
U10241,Treatment,Mobile,West,45.0,6,0,0.0
U10242,Control,Desktop,East,41.0,4,0,0.0
U10243,Treatment,Mobile,North,32.0,2,0,0.0
U10244,Control,Tablet,South,39.0,3,0,0.0
U10245,Control,Mobile,South,47.0,2,1,1937.54
U10246,Treatment,Mobile,South,21.0,6,0,0.0
U10247,Control,Mobile,West,30.0,2,0,0.0
U10248,Control,Tablet,West,40.0,4,0,0.0
U10249,Control,Mobile,North,25.0,3,0,0.0
U10250,Control,Mobile,North,35.0,4,0,0.0
U10251,Treatment,Mobile,West,29.0,3,0,0.0
U10252,Control,Desktop,North,48.0,6,0,0.0
U10253,Treatment,Mobile,East,31.0,5,0,0.0
U10254,Control,Desktop,East,51.0,6,0,0.0
U10255,Control,Mobile,West,35.0,3,0,0.0
U10256,Control,Mobile,North,51.0,4,0,0.0
U10257,Control,Mobile,South,28.0,3,0,0.0
U10258,Treatment,Mobile,East,58.0,2,0,0.0
U10259,Treatment,Mobile,West,29.0,4,0,0.0
U10260,Control,Mobile,North,32.0,2,0,0.0
U10261,Control,Desktop,West,48.0,8,0,0.0
U10262,Treatment,Mobile,South,46.0,7,0,0.0
U10263,Control,Mobile,East,43.0,4,0,0.0
U10264,Control,Mobile,West,35.0,5,1,1911.5
U10265,Control,Mobile,West,49.0,2,0,0.0
U10266,Treatment,Mobile,West,39.0,2,0,0.0
U10267,Treatment,Mobile,South,55.0,3,0,0.0
U10268,Treatment,Mobile,West,34.0,4,1,1047.83
U10269,Control,Desktop,South,40.0,4,0,0.0
U10270,Control,Tablet,South,41.0,2,1,1303.35
U10271,Treatment,Mobile,South,25.0,5,1,954.97
U10272,Treatment,Mobile,East,58.0,2,0,0.0
U10273,Treatment,Desktop,East,23.0,4,1,1648.12
U10274,Treatment,Mobile,West,22.0,4,0,0.0
U10275,Control,Mobile,West,46.0,2,0,0.0
U10276,Treatment,Mobile,East,45.0,3,0,0.0
U10277,Control,Desktop,North,28.0,5,0,0.0
U10278,Treatment,Desktop,East,18.0,3,0,0.0
U10279,Control,Mobile,South,60.0,1,0,0.0
U10280,Treatment,Mobile,East,36.0,5,0,0.0
U10281,Treatment,Mobile,South,26.0,1,0,0.0
U10282,Treatment,Desktop,West,44.0,3,0,0.0
U10283,Treatment,Mobile,North,51.0,6,0,0.0
U10284,Control,Mobile,West,21.0,2,0,0.0
U10285,Treatment,Desktop,South,53.0,6,0,0.0
U10286,Control,Mobile,South,35.0,5,0,0.0
U10287,Control,Desktop,South,32.0,5,0,0.0
U10288,Control,Mobile,North,30.0,4,0,0.0
U10289,Control,Mobile,East,36.0,7,0,0.0
U10290,Treatment,Mobile,West,23.0,3,0,0.0
U10291,Control,Desktop,West,29.0,5,1,1749.37
U10292,Control,Desktop,East,54.0,3,0,0.0
U10293,Control,Desktop,West,34.0,6,1,1433.29
U10294,Treatment,Mobile,North,40.0,4,0,0.0
U10295,Treatment,Desktop,West,43.0,4,0,0.0
U10296,Treatment,Mobile,South,46.0,4,0,0.0
U10297,Treatment,Mobile,East,50.0,2,0,0.0
U10298,Control,Desktop,North,44.0,4,0,0.0
U10299,Control,Mobile,East,42.0,7,0,0.0
U10300,Treatment,Mobile,North,27.0,4,0,0.0
U10301,Control,Mobile,South,40.0,2,0,0.0
U10302,Control,Mobile,East,38.0,4,0,0.0
U10303,Control,Mobile,West,38.0,4,0,0.0
U10304,Treatment,Mobile,North,60.0,3,0,0.0
U10305,Treatment,Mobile,East,30.0,4,0,0.0
U10306,Control,Desktop,West,54.0,1,0,0.0
U10307,Treatment,Desktop,East,50.0,9,0,0.0
U10308,Treatment,Mobile,East,41.0,2,0,0.0
U10309,Treatment,Mobile,East,28.0,2,1,2272.08
U10310,Treatment,Mobile,North,34.0,4,0,0.0
U10311,Treatment,Mobile,West,21.0,3,0,0.0
U10312,Control,Mobile,South,42.0,3,0,0.0
U10313,Treatment,Desktop,North,47.0,4,0,0.0
U10314,Control,Mobile,North,26.0,5,0,0.0
U10315,Control,Mobile,North,38.0,4,0,0.0
U10316,Treatment,Mobile,South,37.0,8,0,0.0
U10317,Control,Mobile,West,36.0,4,0,0.0
U10318,Control,Tablet,West,36.0,4,0,0.0
U10319,Control,Desktop,West,29.0,4,0,0.0
U10320,Treatment,Mobile,East,54.0,6,0,0.0
U10321,Treatment,Desktop,East,59.0,6,0,0.0
U10322,Control,Mobile,East,34.0,5,0,0.0
U10323,Treatment,Desktop,South,54.0,5,0,0.0
U10324,Treatment,Desktop,East,56.0,3,0,0.0
U10325,Treatment,Mobile,South,45.0,7,0,0.0
U10326,Treatment,Mobile,West,58.0,4,1,1129.98
U10327,Control,Mobile,East,52.0,3,0,0.0
U10328,Control,Mobile,East,35.0,7,0,0.0
U10329,Treatment,Desktop,North,31.0,5,0,0.0
U10330,Treatment,Mobile,South,52.0,4,0,0.0
U10331,Control,Mobile,West,58.0,4,0,0.0
U10332,Control,Desktop,North,24.0,7,0,0.0
U10333,Treatment,Tablet,North,58.0,5,0,0.0
U10334,Control,Mobile,West,30.0,3,0,0.0
U10335,Treatment,Mobile,North,35.0,2,0,0.0
U10336,Treatment,Mobile,South,54.0,4,0,0.0
U10337,Control,Mobile,South,30.0,5,0,0.0
U10338,Control,Tablet,East,53.0,6,0,0.0
U10339,Treatment,Mobile,North,48.0,7,0,0.0
U10340,Treatment,Mobile,East,19.0,3,0,0.0
U10341,Control,Mobile,North,33.0,5,0,0.0
U10342,Treatment,Mobile,South,26.0,5,0,0.0
U10343,Control,Desktop,South,26.0,1,0,0.0
U10344,Treatment,Desktop,South,55.0,5,0,0.0
U10345,Control,Mobile,North,28.0,6,0,0.0
U10346,Control,Mobile,South,39.0,3,0,0.0
U10347,Control,Mobile,North,50.0,6,0,0.0
U10348,Treatment,Tablet,East,53.0,5,0,0.0
U10349,Treatment,Desktop,North,40.0,6,0,0.0
U10350,Control,Mobile,East,51.0,3,0,0.0
U10351,Treatment,Desktop,North,26.0,3,0,0.0
U10352,Control,Desktop,East,41.0,1,0,0.0
U10353,Control,Mobile,South,25.0,5,0,0.0
U10354,Treatment,Tablet,East,24.0,2,1,1962.39
U10355,Treatment,Mobile,South,53.0,3,0,0.0
U10356,Control,Mobile,South,35.0,4,1,261.64
U10357,Treatment,Mobile,East,20.0,3,0,0.0
U10358,Treatment,Mobile,North,45.0,3,0,0.0
U10359,Control,Mobile,North,23.0,2,1,1182.77
U10360,Control,Desktop,West,38.0,4,0,0.0
U10361,Treatment,Mobile,North,45.0,5,0,0.0
U10362,Control,Desktop,West,57.0,7,0,0.0
U10363,Control,Mobile,North,18.0,4,0,0.0
U10364,Treatment,Mobile,North,53.0,3,0,0.0
U10365,Control,Mobile,South,38.0,4,0,0.0
U10366,Control,Mobile,West,60.0,2,0,0.0
U10367,Treatment,Desktop,North,52.0,3,0,0.0
U10368,Treatment,Mobile,West,30.0,2,0,0.0
U10369,Control,Mobile,South,27.0,4,1,1671.05
U10370,Control,Mobile,South,27.0,5,0,0.0
U10371,Treatment,Desktop,West,30.0,3,0,0.0
U10372,Treatment,Tablet,South,54.0,3,0,0.0
U10373,Treatment,Desktop,East,55.0,4,0,0.0
U10374,Treatment,Mobile,East,41.0,3,0,0.0
U10375,Control,Mobile,South,19.0,3,0,0.0
U10376,Treatment,Mobile,East,39.0,4,0,0.0
U10377,Treatment,Mobile,North,34.0,2,0,0.0
U10378,Control,Mobile,West,53.0,7,1,1010.34
U10379,Treatment,Mobile,North,31.0,3,0,0.0
U10380,Control,Mobile,West,27.0,3,0,0.0
U10381,Treatment,Mobile,South,52.0,3,0,0.0
U10382,Treatment,Desktop,North,42.0,5,0,0.0
U10383,Treatment,Mobile,South,20.0,2,0,0.0
U10384,Control,Mobile,South,55.0,3,0,0.0
U10385,Control,Desktop,West,34.0,5,0,0.0
U10386,Treatment,Mobile,West,29.0,4,0,0.0
U10387,Control,Desktop,West,41.0,4,0,0.0
U10388,Control,Mobile,North,46.0,4,0,0.0
U10389,Control,Mobile,East,60.0,7,0,0.0
U10390,Control,Desktop,West,42.0,4,0,0.0
U10391,Control,Desktop,West,53.0,4,0,0.0
U10392,Control,Desktop,North,43.0,2,0,0.0
U10393,Treatment,Mobile,West,55.0,3,0,0.0
U10394,Treatment,Mobile,North,18.0,5,0,0.0
U10395,Control,Mobile,South,37.0,4,0,0.0
U10396,Treatment,Mobile,West,45.0,4,0,0.0
U10397,Treatment,Tablet,West,33.0,3,0,0.0
U10398,Treatment,Mobile,South,34.0,4,1,2423.35
U10399,Treatment,Tablet,South,57.0,2,0,0.0
U10400,Control,Mobile,South,45.0,3,0,0.0
U10401,Treatment,Mobile,West,29.0,3,0,0.0
U10402,Treatment,Mobile,East,44.0,4,0,0.0
U10403,Control,Desktop,East,59.0,6,0,0.0
U10404,Control,Desktop,East,47.0,4,0,0.0
U10405,Treatment,Desktop,West,58.0,7,0,0.0
U10406,Treatment,Desktop,South,51.0,3,0,0.0
U10407,Treatment,Desktop,West,54.0,6,0,0.0
U10408,Treatment,Desktop,South,23.0,7,0,0.0
U10409,Treatment,Mobile,West,24.0,7,0,0.0
U10410,Treatment,Mobile,West,49.0,4,0,0.0
U10411,Control,Mobile,South,49.0,5,0,0.0
U10412,Treatment,Tablet,East,42.0,4,0,0.0
U10413,Treatment,Tablet,South,50.0,3,0,0.0
U10414,Control,Mobile,North,24.0,6,0,0.0
U10415,Control,Desktop,North,29.0,5,0,0.0
U10416,Control,Tablet,South,33.0,3,0,0.0
U10417,Control,Mobile,West,33.0,1,0,0.0
U10418,Treatment,Mobile,North,60.0,1,1,760.69
U10419,Treatment,Tablet,North,53.0,6,0,0.0
U10420,Treatment,Mobile,West,30.0,7,0,0.0
U10421,Treatment,Desktop,West,24.0,2,0,0.0
U10422,Treatment,Mobile,East,39.0,3,0,0.0
U10423,Treatment,Tablet,West,26.0,6,0,0.0
U10424,Control,Tablet,South,49.0,5,0,0.0
U10425,Treatment,Tablet,South,28.0,4,0,0.0
U10426,Control,Mobile,East,25.0,3,0,0.0
U10427,Control,Desktop,North,50.0,1,0,0.0
U10428,Treatment,Desktop,North,40.0,5,0,0.0
U10429,Control,Mobile,West,42.0,6,0,0.0
U10430,Treatment,Desktop,South,25.0,3,0,0.0
U10431,Control,Mobile,North,39.0,4,0,0.0
U10432,Treatment,Mobile,East,21.0,8,1,1761.19
U10433,Control,Mobile,East,57.0,6,0,0.0
U10434,Treatment,Mobile,South,20.0,4,0,0.0
U10435,Treatment,Mobile,East,46.0,2,0,0.0
U10436,Treatment,Desktop,East,58.0,4,0,0.0
U10437,Treatment,Mobile,South,46.0,5,0,0.0
U10438,Treatment,Desktop,West,51.0,2,0,0.0
U10439,Control,Mobile,West,51.0,4,0,0.0
U10440,Control,Mobile,East,45.0,4,0,0.0
U10441,Control,Mobile,West,30.0,5,0,0.0
U10442,Treatment,Desktop,West,32.0,2,0,0.0
U10443,Control,Mobile,East,40.0,3,0,0.0
U10444,Treatment,Desktop,West,43.0,4,0,0.0
U10445,Treatment,Desktop,East,21.0,3,0,0.0
U10446,Control,Desktop,North,43.0,2,0,0.0
U10447,Control,Mobile,South,57.0,2,0,0.0
U10448,Treatment,Mobile,South,26.0,4,0,0.0
U10449,Control,Desktop,West,22.0,1,0,0.0
U10450,Treatment,Mobile,West,49.0,4,0,0.0
U10451,Treatment,Desktop,West,37.0,2,0,0.0
U10452,Treatment,Mobile,South,28.0,2,0,0.0
U10453,Treatment,Tablet,North,32.0,8,1,2618.49
U10454,Treatment,Desktop,North,49.0,4,0,0.0
U10455,Control,Tablet,South,45.0,3,0,0.0
U10456,Control,Mobile,North,39.0,5,0,0.0
U10457,Treatment,Desktop,South,58.0,5,0,0.0
U10458,Treatment,Mobile,North,34.0,1,0,0.0
U10459,Control,Mobile,East,43.0,4,0,0.0
U10460,Control,Desktop,East,24.0,4,0,0.0
U10461,Treatment,Desktop,South,59.0,8,0,0.0
U10462,Control,Tablet,North,43.0,4,0,0.0
U10463,Treatment,Desktop,West,42.0,3,0,0.0
U10464,Control,Mobile,North,27.0,5,0,0.0
U10465,Treatment,Mobile,East,36.0,3,0,0.0
U10466,Control,Desktop,East,28.0,3,0,0.0
U10467,Treatment,Mobile,North,30.0,4,1,105.74
U10468,Control,Mobile,North,25.0,1,0,0.0
U10469,Control,Mobile,West,57.0,1,0,0.0
U10470,Treatment,Nan,West,21.0,4,0,0.0
U10471,Control,Mobile,North,48.0,5,0,0.0
U10472,Treatment,Mobile,North,45.0,7,0,0.0
U10473,Treatment,Mobile,North,28.0,5,0,0.0
U10474,Treatment,Mobile,North,60.0,3,0,0.0
U10475,Control,Tablet,South,18.0,3,0,0.0
U10476,Treatment,Mobile,North,55.0,9,0,0.0
U10477,Control,Mobile,West,41.0,5,0,0.0
U10478,Treatment,Desktop,East,48.0,4,0,0.0
U10479,Control,Mobile,South,58.0,2,0,0.0
U10480,Treatment,Tablet,North,43.0,3,0,0.0
U10481,Treatment,Desktop,East,22.0,2,0,0.0
U10482,Treatment,Mobile,South,37.0,4,0,0.0
U10483,Control,Mobile,East,58.0,5,0,0.0
U10484,Treatment,Desktop,North,28.0,1,0,0.0
U10485,Control,Tablet,North,50.0,3,0,0.0
U10486,Treatment,Mobile,West,55.0,6,0,0.0
U10487,Control,Desktop,North,44.0,6,0,0.0
U10488,Treatment,Mobile,North,51.0,4,0,0.0
U10489,Control,Tablet,South,32.0,2,0,0.0
U10490,Control,Mobile,West,49.0,4,0,0.0
U10491,Treatment,Tablet,South,38.0,3,1,918.58
U10492,Control,Desktop,East,22.0,6,0,0.0
U10493,Control,Desktop,North,23.0,2,0,0.0
U10494,Treatment,Mobile,East,55.0,4,0,0.0
U10495,Control,Mobile,South,39.0,4,0,0.0
U10496,Control,Mobile,North,35.0,5,0,0.0
U10497,Control,Mobile,North,31.0,3,0,0.0
U10498,Treatment,Mobile,South,27.0,3,0,0.0
U10499,Control,Desktop,South,30.0,2,1,552.93
U10500,Treatment,Mobile,South,48.0,1,0,0.0
U10501,Control,Mobile,South,47.0,3,0,0.0
U10502,Control,Tablet,South,20.0,3,1,1396.83
U10503,Control,Desktop,North,47.0,2,0,0.0
U10504,Treatment,Tablet,South,23.0,6,1,2621.27
U10505,Control,Tablet,North,46.0,8,1,392.4
U10506,Control,Mobile,North,25.0,3,0,0.0
U10507,Treatment,Mobile,South,60.0,3,0,0.0
U10508,Control,Desktop,South,50.0,3,0,0.0
U10509,Treatment,Desktop,West,34.0,2,0,0.0
U10510,Treatment,Mobile,North,28.0,3,1,1038.06
U10511,Control,Desktop,South,30.0,3,0,0.0
U10512,Treatment,Mobile,South,28.0,6,0,0.0
U10513,Control,Mobile,South,48.0,1,0,0.0
U10514,Treatment,Mobile,West,45.0,4,0,0.0
